Date,Country,Import Volumn
2020 Jun,New Caledonia(Thousand Dollars),187
2020 Jun,Netherlands(Thousand Dollars),273072
2020 Jun,Netherlands Antilles(Thousand Dollars),49
2020 Jun,Nepal(Thousand Dollars),39
2020 Jun,Nauru(Thousand Dollars),0
2020 Jun,Myanmar(Thousand Dollars),8355
2020 Jun,Micronesia(Thousand Dollars),0
2020 Jun,Mexico(Thousand Dollars),221919
2020 Jun,Malta(Thousand Dollars),26047
2020 Jun,"Maldives, Republic Of(Thousand Dollars)",1
2020 Jun,Malaysia(Thousand Dollars),5247898
2020 Jun,Mainland China(Thousand Dollars),5288235
2020 Jun,Macau(Thousand Dollars),449
2020 Jun,Luxembourg(Thousand Dollars),23619
2020 Jun,Lithuania(Thousand Dollars),10000
2020 Jun,Liechtenstein(Thousand Dollars),1402
2020 Jun,Lebanon(Thousand Dollars),145
2020 Jun,Latvia(Thousand Dollars),2004
2020 Jun,Laos People's Democratic Republic(Thousand Dollars),13475
2020 Jun,Kuwait(Thousand Dollars),29340
2020 Jun,Kiribati(Thousand Dollars),0
2020 Jun,Jordan(Thousand Dollars),1829
2020 Jun,Japan(Thousand Dollars),1754589
2020 Jun,Jamaica(Thousand Dollars),110
2020 Jun,Italy(Thousand Dollars),442728
2020 Jun,Israel(Thousand Dollars),70446
2020 Jun,Ireland(Thousand Dollars),111688
2020 Jun,Iran (Islamic Republic Of)(Thousand Dollars),655
2020 Jun,Indonesia(Thousand Dollars),1337827
2020 Jun,India(Thousand Dollars),695070
2020 Jun,Hungary(Thousand Dollars),29820
2020 Jun,Hong Kong(Thousand Dollars),536137
2020 Jun,Honduras(Thousand Dollars),194
2020 Jun,Guatemala(Thousand Dollars),1020
2020 Jun,Guam(Thousand Dollars),9
2020 Jun,Grenada(Thousand Dollars),14
2020 Jun,Greece(Thousand Dollars),11839
2020 Jun,"Germany, Federal Republic Of(Thousand Dollars)",978806
2020 Jun,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Jun,French Southern Territories(Thousand Dollars),37
2020 Jun,French Polynesia(Thousand Dollars),7
2020 Jun,French Guiana(Thousand Dollars),38
2020 Jun,France(Thousand Dollars),895505
2020 Jun,Finland(Thousand Dollars),40693
2020 Jun,Fiji(Thousand Dollars),118
2020 Jun,European Union(Million Dollars),3422.9
2020 Jun,Europe(Million Dollars),4960.7
2020 Jun,Estonia(Thousand Dollars),4345
2020 Jun,Ecuador(Thousand Dollars),2190
2020 Jun,Denmark(Thousand Dollars),41203
2020 Jun,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Jun,Czech Republic(Thousand Dollars),69463
2020 Jun,Cyprus(Thousand Dollars),2825
2020 Jun,Cook Islands(Thousand Dollars),0
2020 Jun,Commonwealth Of Independent States(Thousand Dollars),138743
2020 Jun,Colombia(Thousand Dollars),1468
2020 Jun,Cocos (Keeling) Islands(Thousand Dollars),34
2020 Jun,Chile(Thousand Dollars),6004
2020 Jun,Canada(Thousand Dollars),178313
2020 Jun,Cambodia(Thousand Dollars),617967
2020 Jun,Brunei Darussalam(Thousand Dollars),36456
2020 Jun,Brazil(Thousand Dollars),418057
2020 Jun,Bermuda(Thousand Dollars),0
2020 Jun,Belgium(Thousand Dollars),73457
2020 Jun,Bangladesh(Thousand Dollars),12128
2020 Jun,Bahrain(Thousand Dollars),41364
2020 Jun,Bahamas(Thousand Dollars),20
2020 Jun,Austria(Thousand Dollars),62225
2020 Jun,Australia(Thousand Dollars),330132
2020 Jun,Asia(Million Dollars),24779.3
2020 Jun,Argentina(Thousand Dollars),4426
2020 Jun,Anguilla(Thousand Dollars),1
2020 Jun,America(Million Dollars),4686.2
2020 Jun,Africa(Million Dollars),238.2
2020 Jun,Afghanistan(Thousand Dollars),72
2020 Mar,Yemen(Thousand Dollars),240
2020 Mar,Yemen Democratic(Thousand Dollars),0
2020 Mar,Wallis & Fatuna Islands(Thousand Dollars),0
2020 Mar,"Vietnam, Socialist Republic Of(Thousand Dollars)",563463
2020 Mar,Venezuela(Thousand Dollars),91
2020 Mar,Uruguay(Thousand Dollars),1136
2020 Mar,United States(Thousand Dollars),5001588
2020 Mar,United Kingdom(Thousand Dollars),1136172
2020 Mar,United Arab Emirates(Thousand Dollars),635944
2020 Mar,Tuvalu(Thousand Dollars),0
2020 Mar,Trinidad & Tobago(Thousand Dollars),77
2020 Mar,Total Merchandise Imports(Thousand Dollars),40433029
2020 Mar,Thailand(Thousand Dollars),1087792
2020 Mar,Taiwan(Thousand Dollars),3852722
2020 Mar,Syrian Arab Republic(Thousand Dollars),1
2020 Mar,Switzerland(Thousand Dollars),832311
2020 Mar,Sweden(Thousand Dollars),220796
2020 Mar,St Vincent & The Grenadines(Thousand Dollars),4
2020 Mar,Sri Lanka(Thousand Dollars),6493
2020 Mar,Spain(Thousand Dollars),130455
2020 Mar,South Sudan(Thousand Dollars),0
2020 Mar,Solomon Islands(Thousand Dollars),5
2020 Mar,Slovenia(Thousand Dollars),6647
2020 Mar,Slovak Republic (Slovakia)(Thousand Dollars),11601
2020 Mar,Saudi Arabia(Thousand Dollars),435911
2020 Mar,Republic Of Korea(Thousand Dollars),2006546
2020 Mar,Qatar(Thousand Dollars),655950
2020 Mar,Puerto Rico(Thousand Dollars),19178
2020 Mar,Portugal(Thousand Dollars),23454
2020 Mar,Poland(Thousand Dollars),53397
2020 Mar,Philippines(Thousand Dollars),758664
2020 Mar,Peru(Thousand Dollars),1935
2020 Mar,Paraguay(Thousand Dollars),190
2020 Mar,Papua New Guinea(Thousand Dollars),1323
2020 Mar,Panama(Thousand Dollars),241
2020 Mar,Palau(Thousand Dollars),0
2020 Mar,Pakistan(Thousand Dollars),7095
2020 Mar,Other Countries In Oceania(Thousand Dollars),346
2020 Mar,Other Countries In America(Thousand Dollars),39133
2020 Mar,Oman(Thousand Dollars),26038
2020 Mar,Oceania(Million Dollars),845.9
2020 Mar,Norway(Thousand Dollars),69037
2020 Mar,Norfolk Island(Thousand Dollars),0
2020 Mar,Niue(Thousand Dollars),0
2020 Mar,New Zealand(Thousand Dollars),100199
2020 Mar,New Caledonia(Thousand Dollars),5
2020 Mar,Netherlands(Thousand Dollars),296540
2020 Mar,Netherlands Antilles(Thousand Dollars),30
2020 Mar,Nepal(Thousand Dollars),347
2020 Mar,Nauru(Thousand Dollars),33
2020 Mar,Myanmar(Thousand Dollars),32206
2020 Mar,Micronesia(Thousand Dollars),1
2020 Mar,Mexico(Thousand Dollars),266785
2020 Mar,Malta(Thousand Dollars),20391
2020 Mar,"Maldives, Republic Of(Thousand Dollars)",28
2020 Mar,Malaysia(Thousand Dollars),4295365
2020 Mar,Mainland China(Thousand Dollars),5979894
2020 Mar,Macau(Thousand Dollars),486
2020 Mar,Luxembourg(Thousand Dollars),5787
2020 Mar,Lithuania(Thousand Dollars),8567
2020 Mar,Liechtenstein(Thousand Dollars),2430
2020 Mar,Lebanon(Thousand Dollars),191
2020 Mar,Latvia(Thousand Dollars),1861
2020 Mar,Laos People's Democratic Republic(Thousand Dollars),1134
2020 Mar,Kuwait(Thousand Dollars),118280
2020 Mar,Kiribati(Thousand Dollars),0
2020 Mar,Jordan(Thousand Dollars),3326
2020 Mar,Japan(Thousand Dollars),2606394
2020 Mar,Jamaica(Thousand Dollars),16
2020 Mar,Italy(Thousand Dollars),511874
2020 Mar,Israel(Thousand Dollars),79818
2020 Mar,Ireland(Thousand Dollars),100595
2020 Mar,Iran (Islamic Republic Of)(Thousand Dollars),832
2020 Mar,Indonesia(Thousand Dollars),2093275
2020 Mar,India(Thousand Dollars),703494
2020 Mar,Hungary(Thousand Dollars),35228
2020 Mar,Hong Kong(Thousand Dollars),364163
2020 Mar,Honduras(Thousand Dollars),260
2020 Mar,Guatemala(Thousand Dollars),8961
2020 Mar,Guam(Thousand Dollars),23
2020 Mar,Grenada(Thousand Dollars),4
2020 Mar,Greece(Thousand Dollars),12418
2020 Mar,"Germany, Federal Republic Of(Thousand Dollars)",1115034
2020 Mar,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Mar,French Southern Territories(Thousand Dollars),0
2020 Mar,French Polynesia(Thousand Dollars),176
2020 Mar,French Guiana(Thousand Dollars),0
2020 Mar,France(Thousand Dollars),1233320
2020 Mar,Finland(Thousand Dollars),45871
2020 Mar,Fiji(Thousand Dollars),549
2020 Mar,European Union(Million Dollars),4178.2
2020 Mar,Europe(Million Dollars),6333.3
2020 Mar,Estonia(Thousand Dollars),4441
2020 Mar,Ecuador(Thousand Dollars),4232
2020 Mar,Denmark(Thousand Dollars),54577
2020 Mar,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Mar,Czech Republic(Thousand Dollars),54120
2020 Mar,Cyprus(Thousand Dollars),766
2020 Mar,Cook Islands(Thousand Dollars),4
2020 Mar,Commonwealth Of Independent States(Thousand Dollars),112905
2020 Mar,Colombia(Thousand Dollars),4391
2020 Mar,Cocos (Keeling) Islands(Thousand Dollars),1
2020 Mar,Chile(Thousand Dollars),6774
2020 Mar,Canada(Thousand Dollars),228461
2020 Mar,Cambodia(Thousand Dollars),162348
2020 Mar,Brunei Darussalam(Thousand Dollars),70923
2020 Mar,Brazil(Thousand Dollars),310852
2020 Mar,Bermuda(Thousand Dollars),0
2020 Mar,Belgium(Thousand Dollars),136150
2020 Mar,Bangladesh(Thousand Dollars),27294
2020 Mar,Bahrain(Thousand Dollars),2924
2020 Mar,Bahamas(Thousand Dollars),8
2020 Mar,Austria(Thousand Dollars),74845
2020 Mar,Australia(Thousand Dollars),743553
2020 Mar,Asia(Million Dollars),26783.6
2020 Mar,Argentina(Thousand Dollars),16477
2020 Mar,Anguilla(Thousand Dollars),1
2020 Mar,America(Million Dollars),5910.8
2020 Mar,Africa(Million Dollars),559.4
2020 Mar,Afghanistan(Thousand Dollars),6
2020 May,Yemen(Thousand Dollars),306
2020 May,Yemen Democratic(Thousand Dollars),0
2020 May,Wallis & Fatuna Islands(Thousand Dollars),0
2020 May,"Vietnam, Socialist Republic Of(Thousand Dollars)",337519
2020 May,Venezuela(Thousand Dollars),87
2020 May,Uruguay(Thousand Dollars),1334
2020 May,United States(Thousand Dollars),3554966
2020 May,United Kingdom(Thousand Dollars),1104023
2020 May,United Arab Emirates(Thousand Dollars),453294
2020 May,Tuvalu(Thousand Dollars),0
2020 May,Trinidad & Tobago(Thousand Dollars),41
2020 May,Total Merchandise Imports(Thousand Dollars),31458238
2020 May,Thailand(Thousand Dollars),995812
2020 May,Taiwan(Thousand Dollars),3711610
2020 May,Syrian Arab Republic(Thousand Dollars),0
2020 May,Switzerland(Thousand Dollars),446190
2020 May,Sweden(Thousand Dollars),116142
2020 May,St Vincent & The Grenadines(Thousand Dollars),0
2020 May,Sri Lanka(Thousand Dollars),9588
2020 May,Spain(Thousand Dollars),111422
2020 May,South Sudan(Thousand Dollars),0
2020 May,Solomon Islands(Thousand Dollars),1
2020 May,Slovenia(Thousand Dollars),8059
2020 May,Slovak Republic (Slovakia)(Thousand Dollars),7101
2020 May,Saudi Arabia(Thousand Dollars),425003
2020 May,Republic Of Korea(Thousand Dollars),1285241
2020 May,Qatar(Thousand Dollars),263401
2020 May,Puerto Rico(Thousand Dollars),8257
2020 May,Portugal(Thousand Dollars),28262
2020 May,Poland(Thousand Dollars),35833
2020 May,Philippines(Thousand Dollars),733533
2020 May,Peru(Thousand Dollars),981
2020 May,Paraguay(Thousand Dollars),47
2020 May,Papua New Guinea(Thousand Dollars),21622
2020 May,Panama(Thousand Dollars),1300
2020 May,Palau(Thousand Dollars),0
2020 May,Pakistan(Thousand Dollars),3489
2020 May,Other Countries In Oceania(Thousand Dollars),714
2020 May,Other Countries In America(Thousand Dollars),19064
2020 May,Oman(Thousand Dollars),2214
2020 May,Oceania(Million Dollars),441.8
2020 May,Norway(Thousand Dollars),66717
2020 May,Norfolk Island(Thousand Dollars),0
2020 May,Niue(Thousand Dollars),0
2020 May,New Zealand(Thousand Dollars),91166
2020 May,New Caledonia(Thousand Dollars),4
2020 May,Netherlands(Thousand Dollars),255200
2020 May,Netherlands Antilles(Thousand Dollars),26
2020 May,Nepal(Thousand Dollars),5
2020 May,Nauru(Thousand Dollars),0
2020 May,Myanmar(Thousand Dollars),7736
2020 May,Micronesia(Thousand Dollars),2
2020 May,Mexico(Thousand Dollars),213546
2020 May,Malta(Thousand Dollars),15044
2020 May,"Maldives, Republic Of(Thousand Dollars)",0
2020 May,Malaysia(Thousand Dollars),4002175
2020 May,Mainland China(Thousand Dollars),4843684
2020 May,Macau(Thousand Dollars),592
2020 May,Luxembourg(Thousand Dollars),3436
2020 May,Lithuania(Thousand Dollars),10014
2020 May,Liechtenstein(Thousand Dollars),2349
2020 May,Lebanon(Thousand Dollars),214
2020 May,Latvia(Thousand Dollars),1185
2020 May,Laos People's Democratic Republic(Thousand Dollars),311
2020 May,Kuwait(Thousand Dollars),159144
2020 May,Kiribati(Thousand Dollars),0
2020 May,Jordan(Thousand Dollars),1171
2020 May,Japan(Thousand Dollars),1785072
2020 May,Jamaica(Thousand Dollars),74
2020 May,Italy(Thousand Dollars),295412
2020 May,Israel(Thousand Dollars),60180
2020 May,Ireland(Thousand Dollars),93891
2020 May,Iran (Islamic Republic Of)(Thousand Dollars),293
2020 May,Indonesia(Thousand Dollars),1226045
2020 May,India(Thousand Dollars),436296
2020 May,Hungary(Thousand Dollars),21876
2020 May,Hong Kong(Thousand Dollars),170672
2020 May,Honduras(Thousand Dollars),277
2020 May,Guatemala(Thousand Dollars),1487
2020 May,Guam(Thousand Dollars),28
2020 May,Grenada(Thousand Dollars),0
2020 May,Greece(Thousand Dollars),11181
2020 May,"Germany, Federal Republic Of(Thousand Dollars)",892172
2020 May,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 May,French Southern Territories(Thousand Dollars),0
2020 May,French Polynesia(Thousand Dollars),16
2020 May,French Guiana(Thousand Dollars),9
2020 May,France(Thousand Dollars),690063
2020 May,Finland(Thousand Dollars),31694
2020 May,Fiji(Thousand Dollars),30
2020 May,European Union(Million Dollars),2910.1
2020 May,Europe(Million Dollars),4629
2020 May,Estonia(Thousand Dollars),1931
2020 May,Ecuador(Thousand Dollars),1565
2020 May,Denmark(Thousand Dollars),65305
2020 May,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 May,Czech Republic(Thousand Dollars),60816
2020 May,Cyprus(Thousand Dollars),3772
2020 May,Cook Islands(Thousand Dollars),0
2020 May,Commonwealth Of Independent States(Thousand Dollars),95398
2020 May,Colombia(Thousand Dollars),8573
2020 May,Cocos (Keeling) Islands(Thousand Dollars),39
2020 May,Chile(Thousand Dollars),4981
2020 May,Canada(Thousand Dollars),148801
2020 May,Cambodia(Thousand Dollars),661600
2020 May,Brunei Darussalam(Thousand Dollars),49763
2020 May,Brazil(Thousand Dollars),288817
2020 May,Bermuda(Thousand Dollars),0
2020 May,Belgium(Thousand Dollars),77945
2020 May,Bangladesh(Thousand Dollars),3725
2020 May,Bahrain(Thousand Dollars),12630
2020 May,Bahamas(Thousand Dollars),1
2020 May,Austria(Thousand Dollars),55455
2020 May,Australia(Thousand Dollars),328456
2020 May,Asia(Million Dollars),21718.9
2020 May,Argentina(Thousand Dollars),5059
2020 May,Anguilla(Thousand Dollars),3
2020 May,America(Million Dollars),4259
2020 May,Africa(Million Dollars),409.6
2020 May,Afghanistan(Thousand Dollars),15
2020 Nov,Yemen(Thousand Dollars),292
2020 Nov,Yemen Democratic(Thousand Dollars),0
2020 Nov,Wallis & Fatuna Islands(Thousand Dollars),55
2020 Nov,"Vietnam, Socialist Republic Of(Thousand Dollars)",452676
2020 Nov,Venezuela(Thousand Dollars),70
2020 Nov,Uruguay(Thousand Dollars),996
2020 Nov,United States(Thousand Dollars),3535956
2020 Nov,United Kingdom(Thousand Dollars),635420
2020 Nov,United Arab Emirates(Thousand Dollars),374463
2020 Nov,Tuvalu(Thousand Dollars),0
2020 Nov,Trinidad & Tobago(Thousand Dollars),11
2020 Nov,Total Merchandise Imports(Thousand Dollars),38477878
2020 Nov,Thailand(Thousand Dollars),741260
2020 Nov,Taiwan(Thousand Dollars),4524369
2020 Nov,Syrian Arab Republic(Thousand Dollars),0
2020 Nov,Switzerland(Thousand Dollars),798242
2020 Nov,Sweden(Thousand Dollars),111295
2020 Nov,St Vincent & The Grenadines(Thousand Dollars),0
2020 Nov,Sri Lanka(Thousand Dollars),6557
2020 Nov,Spain(Thousand Dollars),102382
2020 Nov,South Sudan(Thousand Dollars),88
2020 Nov,Solomon Islands(Thousand Dollars),0
2020 Nov,Slovenia(Thousand Dollars),4560
2020 Nov,Slovak Republic (Slovakia)(Thousand Dollars),8318
2020 Nov,Saudi Arabia(Thousand Dollars),499098
2020 Nov,Republic Of Korea(Thousand Dollars),1825903
2020 Nov,Qatar(Thousand Dollars),367074
2020 Nov,Puerto Rico(Thousand Dollars),8948
2020 Nov,Portugal(Thousand Dollars),32639
2020 Nov,Poland(Thousand Dollars),53148
2020 Nov,Philippines(Thousand Dollars),785946
2020 Nov,Peru(Thousand Dollars),5008
2020 Nov,Paraguay(Thousand Dollars),66
2020 Nov,Papua New Guinea(Thousand Dollars),2904
2020 Nov,Panama(Thousand Dollars),2139
2020 Nov,Palau(Thousand Dollars),0
2020 Nov,Pakistan(Thousand Dollars),4441
2020 Nov,Other Countries In Oceania(Thousand Dollars),6415
2020 Nov,Other Countries In America(Thousand Dollars),35781
2020 Nov,Oman(Thousand Dollars),17440
2020 Nov,Oceania(Million Dollars),1412.8
2020 Nov,Norway(Thousand Dollars),54431
2020 Nov,Norfolk Island(Thousand Dollars),0
2020 Nov,Niue(Thousand Dollars),2
2020 Nov,New Zealand(Thousand Dollars),123931
2020 Nov,New Caledonia(Thousand Dollars),156
2020 Nov,Netherlands(Thousand Dollars),296798
2020 Nov,Netherlands Antilles(Thousand Dollars),18
2020 Nov,Nepal(Thousand Dollars),106
2020 Nov,Nauru(Thousand Dollars),7
2020 Nov,Myanmar(Thousand Dollars),10764
2020 Nov,Micronesia(Thousand Dollars),0
2020 Nov,Mexico(Thousand Dollars),356379
2020 Nov,Malta(Thousand Dollars),14927
2020 Nov,"Maldives, Republic Of(Thousand Dollars)",24
2020 Nov,Malaysia(Thousand Dollars),4918769
2020 Nov,Mainland China(Thousand Dollars),6280686
2020 Nov,Macau(Thousand Dollars),910
2020 Nov,Luxembourg(Thousand Dollars),3758
2020 Nov,Lithuania(Thousand Dollars),12180
2020 Nov,Liechtenstein(Thousand Dollars),2345
2020 Nov,Lebanon(Thousand Dollars),288
2020 Nov,Latvia(Thousand Dollars),2216
2020 Nov,Laos People's Democratic Republic(Thousand Dollars),384
2020 Nov,Kuwait(Thousand Dollars),136458
2020 Nov,Kiribati(Thousand Dollars),1
2020 Nov,Jordan(Thousand Dollars),4367
2020 Nov,Japan(Thousand Dollars),1996097
2020 Nov,Jamaica(Thousand Dollars),13
2020 Nov,Italy(Thousand Dollars),476816
2020 Nov,Israel(Thousand Dollars),66810
2020 Nov,Ireland(Thousand Dollars),252154
2020 Nov,Iran (Islamic Republic Of)(Thousand Dollars),238
2020 Nov,Indonesia(Thousand Dollars),1369285
2020 Nov,India(Thousand Dollars),589695
2020 Nov,Hungary(Thousand Dollars),43674
2020 Nov,Hong Kong(Thousand Dollars),450648
2020 Nov,Honduras(Thousand Dollars),149
2020 Nov,Guatemala(Thousand Dollars),1812
2020 Nov,Guam(Thousand Dollars),28
2020 Nov,Grenada(Thousand Dollars),0
2020 Nov,Greece(Thousand Dollars),10423
2020 Nov,"Germany, Federal Republic Of(Thousand Dollars)",978208
2020 Nov,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Nov,French Southern Territories(Thousand Dollars),5
2020 Nov,French Polynesia(Thousand Dollars),432
2020 Nov,French Guiana(Thousand Dollars),0
2020 Nov,France(Thousand Dollars),1498854
2020 Nov,Finland(Thousand Dollars),35730
2020 Nov,Fiji(Thousand Dollars),453
2020 Nov,European Union(Million Dollars),4373.3
2020 Nov,Europe(Million Dollars),6133.5
2020 Nov,Estonia(Thousand Dollars),3652
2020 Nov,Ecuador(Thousand Dollars),5098
2020 Nov,Denmark(Thousand Dollars),45010
2020 Nov,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Nov,Czech Republic(Thousand Dollars),89800
2020 Nov,Cyprus(Thousand Dollars),1292
2020 Nov,Cook Islands(Thousand Dollars),0
2020 Nov,Commonwealth Of Independent States(Thousand Dollars),266754
2020 Nov,Colombia(Thousand Dollars),5337
2020 Nov,Cocos (Keeling) Islands(Thousand Dollars),0
2020 Nov,Chile(Thousand Dollars),4778
2020 Nov,Canada(Thousand Dollars),140967
2020 Nov,Cambodia(Thousand Dollars),47185
2020 Nov,Brunei Darussalam(Thousand Dollars),26766
2020 Nov,Brazil(Thousand Dollars),302065
2020 Nov,Bermuda(Thousand Dollars),5
2020 Nov,Belgium(Thousand Dollars),209539
2020 Nov,Bangladesh(Thousand Dollars),14127
2020 Nov,Bahrain(Thousand Dollars),13810
2020 Nov,Bahamas(Thousand Dollars),152881
2020 Nov,Austria(Thousand Dollars),65703
2020 Nov,Australia(Thousand Dollars),1279412
2020 Nov,Asia(Million Dollars),25844.9
2020 Nov,Argentina(Thousand Dollars),29741
2020 Nov,Anguilla(Thousand Dollars),0
2020 Nov,America(Million Dollars),4588.2
2020 Nov,Africa(Million Dollars),498.6
2020 Nov,Afghanistan(Thousand Dollars),18
2020 Oct,Yemen(Thousand Dollars),2194
2020 Oct,Yemen Democratic(Thousand Dollars),0
2020 Oct,Wallis & Fatuna Islands(Thousand Dollars),0
2020 Oct,"Vietnam, Socialist Republic Of(Thousand Dollars)",461096
2020 Oct,Venezuela(Thousand Dollars),7
2020 Oct,Uruguay(Thousand Dollars),544
2020 Oct,United States(Thousand Dollars),4161758
2020 Oct,United Kingdom(Thousand Dollars),802840
2020 Oct,United Arab Emirates(Thousand Dollars),666893
2020 Oct,Tuvalu(Thousand Dollars),0
2020 Oct,Trinidad & Tobago(Thousand Dollars),10
2020 Oct,Total Merchandise Imports(Thousand Dollars),38173829
2020 Oct,Thailand(Thousand Dollars),906194
2020 Oct,Taiwan(Thousand Dollars),4501984
2020 Oct,Syrian Arab Republic(Thousand Dollars),0
2020 Oct,Switzerland(Thousand Dollars),597361
2020 Oct,Sweden(Thousand Dollars),134101
2020 Oct,St Vincent & The Grenadines(Thousand Dollars),2
2020 Oct,Sri Lanka(Thousand Dollars),8767
2020 Oct,Spain(Thousand Dollars),108532
2020 Oct,South Sudan(Thousand Dollars),0
2020 Oct,Solomon Islands(Thousand Dollars),69
2020 Oct,Slovenia(Thousand Dollars),4601
2020 Oct,Slovak Republic (Slovakia)(Thousand Dollars),8711
2020 Oct,Saudi Arabia(Thousand Dollars),476869
2020 Oct,Republic Of Korea(Thousand Dollars),1863340
2020 Oct,Qatar(Thousand Dollars),255004
2020 Oct,Puerto Rico(Thousand Dollars),18630
2020 Oct,Portugal(Thousand Dollars),24745
2020 Oct,Poland(Thousand Dollars),45656
2020 Oct,Philippines(Thousand Dollars),757489
2020 Oct,Peru(Thousand Dollars),9386
2020 Oct,Paraguay(Thousand Dollars),134
2020 Oct,Papua New Guinea(Thousand Dollars),4994
2020 Oct,Panama(Thousand Dollars),560
2020 Oct,Palau(Thousand Dollars),0
2020 Oct,Pakistan(Thousand Dollars),30589
2020 Oct,Other Countries In Oceania(Thousand Dollars),4694
2020 Oct,Other Countries In America(Thousand Dollars),25052
2020 Oct,Oman(Thousand Dollars),13784
2020 Oct,Oceania(Million Dollars),577.3
2020 Oct,Norway(Thousand Dollars),51510
2020 Oct,Norfolk Island(Thousand Dollars),0
2020 Oct,Niue(Thousand Dollars),0
2020 Oct,New Zealand(Thousand Dollars),44728
2020 Oct,New Caledonia(Thousand Dollars),6
2020 Oct,Netherlands(Thousand Dollars),303736
2020 Oct,Netherlands Antilles(Thousand Dollars),77
2020 Oct,Nepal(Thousand Dollars),113
2020 Oct,Nauru(Thousand Dollars),11
2020 Oct,Myanmar(Thousand Dollars),8009
2020 Oct,Micronesia(Thousand Dollars),2
2020 Oct,Mexico(Thousand Dollars),327607
2020 Oct,Malta(Thousand Dollars),19082
2020 Oct,"Maldives, Republic Of(Thousand Dollars)",32
2020 Oct,Malaysia(Thousand Dollars),5249328
2020 Oct,Mainland China(Thousand Dollars),5142563
2020 Oct,Macau(Thousand Dollars),372
2020 Oct,Luxembourg(Thousand Dollars),14577
2020 Oct,Lithuania(Thousand Dollars),8739
2020 Oct,Liechtenstein(Thousand Dollars),2227
2020 Oct,Lebanon(Thousand Dollars),75
2020 Oct,Latvia(Thousand Dollars),1389
2020 Oct,Laos People's Democratic Republic(Thousand Dollars),1776
2020 Oct,Kuwait(Thousand Dollars),164900
2020 Oct,Kiribati(Thousand Dollars),1
2020 Oct,Jordan(Thousand Dollars),2624
2020 Oct,Japan(Thousand Dollars),2323790
2020 Oct,Jamaica(Thousand Dollars),49
2020 Oct,Italy(Thousand Dollars),487904
2020 Oct,Israel(Thousand Dollars),55783
2020 Oct,Ireland(Thousand Dollars),187158
2020 Oct,Iran (Islamic Republic Of)(Thousand Dollars),473
2020 Oct,Indonesia(Thousand Dollars),1456209
2020 Oct,India(Thousand Dollars),603036
2020 Oct,Hungary(Thousand Dollars),42690
2020 Oct,Hong Kong(Thousand Dollars),551319
2020 Oct,Honduras(Thousand Dollars),153
2020 Oct,Guatemala(Thousand Dollars),1603
2020 Oct,Guam(Thousand Dollars),20
2020 Oct,Grenada(Thousand Dollars),1
2020 Oct,Greece(Thousand Dollars),11378
2020 Oct,"Germany, Federal Republic Of(Thousand Dollars)",980882
2020 Oct,"Germany, Democratic Republic Of(Thousand Dollars)",0
2020 Oct,French Southern Territories(Thousand Dollars),377
2020 Oct,French Polynesia(Thousand Dollars),91
2020 Oct,French Guiana(Thousand Dollars),36
2020 Oct,France(Thousand Dollars),1922407
2020 Oct,Finland(Thousand Dollars),34951
2020 Oct,Fiji(Thousand Dollars),686
2020 Oct,European Union(Million Dollars),4632.5
2020 Oct,Europe(Million Dollars),6285.4
2020 Oct,Estonia(Thousand Dollars),3287
2020 Oct,Ecuador(Thousand Dollars),4093
2020 Oct,Denmark(Thousand Dollars),43480
2020 Oct,Democratic People's Republic Of Korea(Thousand Dollars),0
2020 Oct,Czech Republic(Thousand Dollars),64058
2020 Oct,Cyprus(Thousand Dollars),1757
2020 Oct,Cook Islands(Thousand Dollars),0
2020 Oct,Commonwealth Of Independent States(Thousand Dollars),196344
2020 Oct,Colombia(Thousand Dollars),2535
2020 Oct,Cocos (Keeling) Islands(Thousand Dollars),1
2020 Oct,Chile(Thousand Dollars),5624
2020 Oct,Canada(Thousand Dollars),153105
2020 Oct,Cambodia(Thousand Dollars),129737
2020 Oct,Brunei Darussalam(Thousand Dollars),54504
2020 Oct,Brazil(Thousand Dollars),153734
2020 Oct,Bermuda(Thousand Dollars),5
2020 Oct,Belgium(Thousand Dollars),83657
2020 Oct,Bangladesh(Thousand Dollars),10000
2020 Oct,Bahrain(Thousand Dollars),702
2020 Oct,Bahamas(Thousand Dollars),54
2020 Oct,Austria(Thousand Dollars),78136
2020 Oct,Australia(Thousand Dollars),522414
2020 Oct,Asia(Million Dollars),26127.9
2020 Oct,Argentina(Thousand Dollars),5067
2020 Oct,Anguilla(Thousand Dollars),1
2020 Oct,America(Million Dollars),4869.7
2020 Oct,Africa(Million Dollars),313.5
2020 Oct,Afghanistan(Thousand Dollars),19
2020 Sep,Yemen(Thousand Dollars),1142
2020 Sep,Yemen Democratic(Thousand Dollars),0
2020 Sep,Wallis & Fatuna Islands(Thousand Dollars),0
2020 Sep,"Vietnam, Socialist Republic Of(Thousand Dollars)",387740
2020 Sep,Venezuela(Thousand Dollars),37
