Date,Country,Export,Category
2020 Feb,Europe(Million Dollars),6209.6,Import
2020 Feb,Estonia(Thousand Dollars),4914,Import
2020 Feb,Ecuador(Thousand Dollars),2353,Import
2020 Feb,Denmark(Thousand Dollars),124343,Import
2020 Feb,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2020 Feb,Czech Republic(Thousand Dollars),61038,Import
2020 Feb,Cyprus(Thousand Dollars),1217,Import
2020 Feb,Cook Islands(Thousand Dollars),1,Import
2020 Feb,Commonwealth Of Independent States(Thousand Dollars),152797,Import
2020 Feb,Colombia(Thousand Dollars),886,Import
2020 Feb,Cocos (Keeling) Islands(Thousand Dollars),0,Import
2020 Feb,Chile(Thousand Dollars),7339,Import
2020 Feb,Canada(Thousand Dollars),200223,Import
2020 Feb,Cambodia(Thousand Dollars),196936,Import
2020 Feb,Brunei Darussalam(Thousand Dollars),242796,Import
2020 Feb,Brazil(Thousand Dollars),331188,Import
2020 Feb,Bermuda(Thousand Dollars),0,Import
2020 Feb,Belgium(Thousand Dollars),176921,Import
2020 Feb,Bangladesh(Thousand Dollars),19551,Import
2020 Feb,Bahrain(Thousand Dollars),1087,Import
2020 Feb,Bahamas(Thousand Dollars),37085,Import
2020 Feb,Austria(Thousand Dollars),73180,Import
2020 Feb,Australia(Thousand Dollars),500418,Import
2020 Feb,Asia(Million Dollars),26588.1,Import
2020 Feb,Argentina(Thousand Dollars),3057,Import
2020 Feb,Anguilla(Thousand Dollars),0,Import
2020 Feb,America(Million Dollars),5314.1,Import
2020 Feb,Africa(Million Dollars),666.1,Import
2020 Feb,Afghanistan(Thousand Dollars),66,Import
2020 Jan,Yemen(Thousand Dollars),70,Import
2020 Jan,Yemen Democratic(Thousand Dollars),0,Import
2020 Jan,Wallis & Fatuna Islands(Thousand Dollars),8,Import
2020 Jan,"Vietnam, Socialist Republic Of(Thousand Dollars)",381987,Import
2020 Jan,Venezuela(Thousand Dollars),1266,Import
2020 Jan,Uruguay(Thousand Dollars),1205,Import
2020 Jan,United States(Thousand Dollars),4497881,Import
2020 Jan,United Kingdom(Thousand Dollars),1104098,Import
2020 Jan,United Arab Emirates(Thousand Dollars),816041,Import
2020 Jan,Tuvalu(Thousand Dollars),0,Import
2020 Jan,Trinidad & Tobago(Thousand Dollars),26,Import
2020 Jan,Total Merchandise Imports(Thousand Dollars),41180224,Import
2020 Jan,Thailand(Thousand Dollars),1119938,Import
2020 Jan,Taiwan(Thousand Dollars),3571356,Import
2020 Jan,Syrian Arab Republic(Thousand Dollars),4,Import
2020 Jan,Switzerland(Thousand Dollars),970886,Import
2020 Jan,Sweden(Thousand Dollars),118465,Import
2020 Jan,St Vincent & The Grenadines(Thousand Dollars),3,Import
2020 Jan,Sri Lanka(Thousand Dollars),8913,Import
2020 Jan,Spain(Thousand Dollars),122480,Import
2020 Jan,South Sudan(Thousand Dollars),1443,Import
2020 Jan,Solomon Islands(Thousand Dollars),0,Import
2020 Jan,Slovenia(Thousand Dollars),4095,Import
2020 Jan,Slovak Republic (Slovakia)(Thousand Dollars),9510,Import
2020 Jan,Saudi Arabia(Thousand Dollars),669964,Import
2020 Jan,Republic Of Korea(Thousand Dollars),2078134,Import
2020 Jan,Qatar(Thousand Dollars),699137,Import
2020 Jan,Puerto Rico(Thousand Dollars),8214,Import
2020 Jan,Portugal(Thousand Dollars),43064,Import
2020 Jan,Poland(Thousand Dollars),50706,Import
2020 Jan,Philippines(Thousand Dollars),730334,Import
2020 Jan,Peru(Thousand Dollars),3375,Import
2020 Jan,Paraguay(Thousand Dollars),96,Import
2020 Jan,Papua New Guinea(Thousand Dollars),1883,Import
2020 Jan,Panama(Thousand Dollars),691,Import
2020 Jan,Palau(Thousand Dollars),0,Import
2020 Jan,Pakistan(Thousand Dollars),7491,Import
2020 Jan,Other Countries In Oceania(Thousand Dollars),2103,Import
2020 Jan,Other Countries In America(Thousand Dollars),29935,Import
2020 Jan,Oman(Thousand Dollars),57540,Import
2020 Jan,Oceania(Million Dollars),819.7,Import
2020 Jan,Norway(Thousand Dollars),58705,Import
2020 Jan,Norfolk Island(Thousand Dollars),89,Import
2020 Jan,Niue(Thousand Dollars),0,Import
2020 Jan,New Zealand(Thousand Dollars),121022,Import
2020 Jan,New Caledonia(Thousand Dollars),30,Import
2020 Jan,Netherlands(Thousand Dollars),283975,Import
2020 Jan,Netherlands Antilles(Thousand Dollars),32,Import
2020 Jan,Nepal(Thousand Dollars),1957,Import
2020 Jan,Nauru(Thousand Dollars),4,Import
2020 Jan,Myanmar(Thousand Dollars),16270,Import
2020 Jan,Micronesia(Thousand Dollars),0,Import
2020 Jan,Mexico(Thousand Dollars),276701,Import
2020 Jan,Malta(Thousand Dollars),42930,Import
2020 Jan,"Maldives, Republic Of(Thousand Dollars)",89,Import
2020 Jan,Malaysia(Thousand Dollars),4979254,Import
2020 Jan,Mainland China(Thousand Dollars),5469816,Import
2020 Jan,Macau(Thousand Dollars),1000,Import
2020 Jan,Luxembourg(Thousand Dollars),9204,Import
2020 Jan,Lithuania(Thousand Dollars),22159,Import
2020 Jan,Liechtenstein(Thousand Dollars),2822,Import
2020 Jan,Lebanon(Thousand Dollars),176,Import
2020 Jan,Latvia(Thousand Dollars),1331,Import
2020 Jan,Laos People's Democratic Republic(Thousand Dollars),525,Import
2020 Jan,Kuwait(Thousand Dollars),402328,Import
2020 Jan,Kiribati(Thousand Dollars),0,Import
2020 Jan,Jordan(Thousand Dollars),2477,Import
2020 Jan,Japan(Thousand Dollars),2138871,Import
2020 Jan,Jamaica(Thousand Dollars),94,Import
2020 Jan,Italy(Thousand Dollars),512050,Import
2020 Jan,Israel(Thousand Dollars),63270,Import
2020 Jan,Ireland(Thousand Dollars),87483,Import
2020 Jan,Iran (Islamic Republic Of)(Thousand Dollars),335,Import
2020 Jan,Indonesia(Thousand Dollars),1736989,Import
2020 Jan,India(Thousand Dollars),818894,Import
2020 Jan,Hungary(Thousand Dollars),24246,Import
2020 Jan,Hong Kong(Thousand Dollars),391417,Import
2020 Jan,Honduras(Thousand Dollars),249,Import
2020 Jan,Guatemala(Thousand Dollars),1663,Import
2020 Jan,Guam(Thousand Dollars),33,Import
2020 Jan,Grenada(Thousand Dollars),5,Import
2020 Jan,Greece(Thousand Dollars),10275,Import
2020 Jan,"Germany, Federal Republic Of(Thousand Dollars)",1127285,Import
2020 Jan,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2020 Jan,French Southern Territories(Thousand Dollars),0,Import
2020 Jan,French Polynesia(Thousand Dollars),64,Import
2020 Jan,French Guiana(Thousand Dollars),7,Import
2020 Jan,France(Thousand Dollars),1491370,Import
2020 Jan,Finland(Thousand Dollars),29925,Import
2020 Jan,Fiji(Thousand Dollars),265,Import
2020 Jan,European Union(Million Dollars),4370.9,Import
2020 Jan,Europe(Million Dollars),6859.7,Import
2020 Jan,Estonia(Thousand Dollars),4433,Import
2020 Jan,Ecuador(Thousand Dollars),2066,Import
2020 Jan,Denmark(Thousand Dollars),84860,Import
2020 Jan,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2020 Jan,Czech Republic(Thousand Dollars),61739,Import
2020 Jan,Cyprus(Thousand Dollars),1040,Import
2020 Jan,Cook Islands(Thousand Dollars),6,Import
2020 Jan,Commonwealth Of Independent States(Thousand Dollars),354678,Import
2020 Jan,Colombia(Thousand Dollars),33246,Import
2020 Jan,Cocos (Keeling) Islands(Thousand Dollars),113,Import
2020 Jan,Chile(Thousand Dollars),7693,Import
2020 Jan,Canada(Thousand Dollars),568765,Import
2020 Jan,Cambodia(Thousand Dollars),17055,Import
2020 Jan,Brunei Darussalam(Thousand Dollars),278270,Import
2020 Jan,Brazil(Thousand Dollars),404695,Import
2020 Jan,Bermuda(Thousand Dollars),81,Import
2020 Jan,Belgium(Thousand Dollars),124193,Import
2020 Jan,Bangladesh(Thousand Dollars),51163,Import
2020 Jan,Bahrain(Thousand Dollars),654,Import
2020 Jan,Bahamas(Thousand Dollars),0,Import
2020 Jan,Austria(Thousand Dollars),80100,Import
2020 Jan,Australia(Thousand Dollars),695463,Import
2020 Jan,Asia(Million Dollars),27128.1,Import
2020 Jan,Argentina(Thousand Dollars),6161,Import
2020 Jan,Anguilla(Thousand Dollars),3,Import
2020 Jan,America(Million Dollars),5844.1,Import
2020 Jan,Africa(Million Dollars),528.6,Import
2020 Jan,Afghanistan(Thousand Dollars),7,Import
2020 Jul,Yemen(Thousand Dollars),67,Import
2020 Jul,Yemen Democratic(Thousand Dollars),0,Import
2020 Jul,Wallis & Fatuna Islands(Thousand Dollars),0,Import
2020 Jul,"Vietnam, Socialist Republic Of(Thousand Dollars)",368501,Import
2020 Jul,Venezuela(Thousand Dollars),29,Import
2020 Jul,Uruguay(Thousand Dollars),1695,Import
2020 Jul,United States(Thousand Dollars),3815609,Import
2020 Jul,United Kingdom(Thousand Dollars),830637,Import
2020 Jul,United Arab Emirates(Thousand Dollars),384810,Import
2020 Jul,Tuvalu(Thousand Dollars),1,Import
2020 Jul,Trinidad & Tobago(Thousand Dollars),50,Import
2020 Jul,Total Merchandise Imports(Thousand Dollars),37843646,Import
2020 Jul,Thailand(Thousand Dollars),1205586,Import
2020 Jul,Taiwan(Thousand Dollars),4299946,Import
2020 Jul,Syrian Arab Republic(Thousand Dollars),0,Import
2020 Jul,Switzerland(Thousand Dollars),726897,Import
2020 Jul,Sweden(Thousand Dollars),123624,Import
2020 Jul,St Vincent & The Grenadines(Thousand Dollars),4,Import
2020 Jul,Sri Lanka(Thousand Dollars),16097,Import
2020 Jul,Spain(Thousand Dollars),116899,Import
2020 Jul,South Sudan(Thousand Dollars),0,Import
2020 Jul,Solomon Islands(Thousand Dollars),398,Import
2020 Jul,Slovenia(Thousand Dollars),6289,Import
2020 Jul,Slovak Republic (Slovakia)(Thousand Dollars),8090,Import
2020 Jul,Saudi Arabia(Thousand Dollars),455710,Import
2020 Jul,Republic Of Korea(Thousand Dollars),1808738,Import
2020 Jul,Qatar(Thousand Dollars),232299,Import
2020 Jul,Puerto Rico(Thousand Dollars),7209,Import
2020 Jul,Portugal(Thousand Dollars),39276,Import
2020 Jul,Poland(Thousand Dollars),38295,Import
2020 Jul,Philippines(Thousand Dollars),973394,Import
2020 Jul,Peru(Thousand Dollars),2521,Import
2020 Jul,Paraguay(Thousand Dollars),126,Import
2020 Jul,Papua New Guinea(Thousand Dollars),10878,Import
2020 Jul,Panama(Thousand Dollars),67,Import
2020 Jul,Palau(Thousand Dollars),0,Import
2020 Jul,Pakistan(Thousand Dollars),5407,Import
2020 Jul,Other Countries In Oceania(Thousand Dollars),2701,Import
2020 Jul,Other Countries In America(Thousand Dollars),84917,Import
2020 Jul,Oman(Thousand Dollars),79909,Import
2020 Jul,Oceania(Million Dollars),493.1,Import
2020 Jul,Norway(Thousand Dollars),55228,Import
2020 Jul,Norfolk Island(Thousand Dollars),12,Import
2020 Jul,Niue(Thousand Dollars),0,Import
2020 Jul,New Zealand(Thousand Dollars),98929,Import
2020 Jul,New Caledonia(Thousand Dollars),171,Import
2020 Jul,Netherlands(Thousand Dollars),252322,Import
2020 Jul,Netherlands Antilles(Thousand Dollars),2,Import
2020 Jul,Nepal(Thousand Dollars),1245,Import
2020 Jul,Nauru(Thousand Dollars),71,Import
2020 Jul,Myanmar(Thousand Dollars),25111,Import
2020 Jul,Micronesia(Thousand Dollars),0,Import
2020 Jul,Mexico(Thousand Dollars),262102,Import
2020 Jul,Malta(Thousand Dollars),19717,Import
2020 Jul,"Maldives, Republic Of(Thousand Dollars)",5,Import
2020 Jul,Malaysia(Thousand Dollars),5094878,Import
2020 Jul,Mainland China(Thousand Dollars),5539168,Import
2020 Jul,Macau(Thousand Dollars),471,Import
2020 Jul,Luxembourg(Thousand Dollars),29389,Import
2020 Jul,Lithuania(Thousand Dollars),7116,Import
2020 Jul,Liechtenstein(Thousand Dollars),2505,Import
2020 Jul,Lebanon(Thousand Dollars),3032,Import
2020 Jul,Latvia(Thousand Dollars),1671,Import
2020 Jul,Laos People's Democratic Republic(Thousand Dollars),35564,Import
2020 Jul,Kuwait(Thousand Dollars),402610,Import
2020 Jul,Kiribati(Thousand Dollars),0,Import
2020 Jul,Jordan(Thousand Dollars),8999,Import
2020 Jul,Japan(Thousand Dollars),1955997,Import
2020 Jul,Jamaica(Thousand Dollars),20,Import
2020 Jul,Italy(Thousand Dollars),382371,Import
2020 Jul,Israel(Thousand Dollars),67784,Import
2020 Jul,Ireland(Thousand Dollars),104004,Import
2020 Jul,Iran (Islamic Republic Of)(Thousand Dollars),513,Import
2020 Jul,Indonesia(Thousand Dollars),1602915,Import
2020 Jul,India(Thousand Dollars),737581,Import
2020 Jul,Hungary(Thousand Dollars),34092,Import
2020 Jul,Hong Kong(Thousand Dollars),528709,Import
2020 Jul,Honduras(Thousand Dollars),69,Import
2020 Jul,Guatemala(Thousand Dollars),3802,Import
2020 Jul,Guam(Thousand Dollars),17,Import
2020 Jul,Grenada(Thousand Dollars),0,Import
2020 Jul,Greece(Thousand Dollars),11655,Import
2020 Jul,"Germany, Federal Republic Of(Thousand Dollars)",1061128,Import
2020 Jul,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2020 Jul,French Southern Territories(Thousand Dollars),323,Import
2020 Jul,French Polynesia(Thousand Dollars),230,Import
2020 Jul,French Guiana(Thousand Dollars),1008,Import
2020 Jul,France(Thousand Dollars),1088034,Import
2020 Jul,Finland(Thousand Dollars),44018,Import
2020 Jul,Fiji(Thousand Dollars),171,Import
2020 Jul,European Union(Million Dollars),3735.5,Import
2020 Jul,Europe(Million Dollars),5475.3,Import
2020 Jul,Estonia(Thousand Dollars),1948,Import
2020 Jul,Ecuador(Thousand Dollars),2131,Import
2020 Jul,Denmark(Thousand Dollars),95598,Import
2020 Jul,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2020 Jul,Czech Republic(Thousand Dollars),72329,Import
2020 Jul,Cyprus(Thousand Dollars),1225,Import
2020 Jul,Cook Islands(Thousand Dollars),153,Import
2020 Jul,Commonwealth Of Independent States(Thousand Dollars),121840,Import
2020 Jul,Colombia(Thousand Dollars),8215,Import
2020 Jul,Cocos (Keeling) Islands(Thousand Dollars),17,Import
2020 Jul,Chile(Thousand Dollars),5680,Import
2020 Jul,Canada(Thousand Dollars),186771,Import
2020 Jul,Cambodia(Thousand Dollars),683841,Import
2020 Jul,Brunei Darussalam(Thousand Dollars),25927,Import
2020 Jul,Brazil(Thousand Dollars),190282,Import
2020 Jul,Bermuda(Thousand Dollars),2,Import
2020 Jul,Belgium(Thousand Dollars),102317,Import
2020 Jul,Bangladesh(Thousand Dollars),23266,Import
2020 Jul,Bahrain(Thousand Dollars),71381,Import
2020 Jul,Bahamas(Thousand Dollars),63061,Import
2020 Jul,Austria(Thousand Dollars),74273,Import
2020 Jul,Australia(Thousand Dollars),380570,Import
2020 Jul,Asia(Million Dollars),26767.4,Import
2020 Jul,Argentina(Thousand Dollars),33559,Import
2020 Jul,Anguilla(Thousand Dollars),3,Import
2020 Jul,America(Million Dollars),4667.3,Import
2020 Jul,Africa(Million Dollars),440.6,Import
2020 Jul,Afghanistan(Thousand Dollars),11,Import
2020 Jun,Yemen(Thousand Dollars),557,Import
2020 Jun,Yemen Democratic(Thousand Dollars),0,Import
2020 Jun,Wallis & Fatuna Islands(Thousand Dollars),0,Import
2020 Jun,"Vietnam, Socialist Republic Of(Thousand Dollars)",312667,Import
2020 Jun,Venezuela(Thousand Dollars),34,Import
2020 Jun,Uruguay(Thousand Dollars),1849,Import
2020 Jun,United States(Thousand Dollars),3825437,Import
2020 Jun,United Kingdom(Thousand Dollars),739542,Import
2020 Jun,United Arab Emirates(Thousand Dollars),318246,Import
2020 Jun,Tuvalu(Thousand Dollars),29,Import
2020 Jun,Trinidad & Tobago(Thousand Dollars),609,Import
2020 Jun,Total Merchandise Imports(Thousand Dollars),35120892,Import
2020 Jun,Thailand(Thousand Dollars),801372,Import
2020 Jun,Taiwan(Thousand Dollars),4333513,Import
2020 Jun,Syrian Arab Republic(Thousand Dollars),1,Import
2020 Jun,Switzerland(Thousand Dollars),560427,Import
2020 Jun,Sweden(Thousand Dollars),125208,Import
2020 Jun,St Vincent & The Grenadines(Thousand Dollars),0,Import
2020 Jun,Sri Lanka(Thousand Dollars),5687,Import
2020 Jun,Spain(Thousand Dollars),90908,Import
2020 Jun,South Sudan(Thousand Dollars),0,Import
2020 Jun,Solomon Islands(Thousand Dollars),0,Import
2020 Jun,Slovenia(Thousand Dollars),4166,Import
2020 Jun,Slovak Republic (Slovakia)(Thousand Dollars),6745,Import
2020 Jun,Saudi Arabia(Thousand Dollars),405429,Import
2020 Jun,Republic Of Korea(Thousand Dollars),1506803,Import
2020 Jun,Qatar(Thousand Dollars),292131,Import
2020 Jun,Puerto Rico(Thousand Dollars),7998,Import
2020 Jun,Portugal(Thousand Dollars),40270,Import
2020 Jun,Poland(Thousand Dollars),40937,Import
2020 Jun,Philippines(Thousand Dollars),889759,Import
2020 Jun,Peru(Thousand Dollars),1455,Import
2020 Jun,Paraguay(Thousand Dollars),169,Import
2020 Jun,Papua New Guinea(Thousand Dollars),51298,Import
2020 Jun,Panama(Thousand Dollars),162,Import
2020 Jun,Palau(Thousand Dollars),0,Import
2020 Jun,Pakistan(Thousand Dollars),3077,Import
2020 Jun,Other Countries In Oceania(Thousand Dollars),1257,Import
2020 Jun,Other Countries In America(Thousand Dollars),15341,Import
2020 Jun,Oman(Thousand Dollars),2561,Import
2020 Jun,Oceania(Million Dollars),456.4,Import
2020 Jun,Norway(Thousand Dollars),94930,Import
2020 Jun,Norfolk Island(Thousand Dollars),89,Import
2020 Jun,Niue(Thousand Dollars),0,Import
2020 Jun,New Zealand(Thousand Dollars),73899,Import
2020 Jun,New Caledonia(Thousand Dollars),187,Import
2020 Jun,Netherlands(Thousand Dollars),273072,Import
2020 Jun,Netherlands Antilles(Thousand Dollars),49,Import
2020 Jun,Nepal(Thousand Dollars),39,Import
2020 Jun,Nauru(Thousand Dollars),0,Import
2020 Jun,Myanmar(Thousand Dollars),8355,Import
2020 Jun,Micronesia(Thousand Dollars),0,Import
2020 Jun,Mexico(Thousand Dollars),221919,Import
2020 Jun,Malta(Thousand Dollars),26047,Import
2020 Jun,"Maldives, Republic Of(Thousand Dollars)",1,Import
2020 Jun,Malaysia(Thousand Dollars),5247898,Import
2020 Jun,Mainland China(Thousand Dollars),5288235,Import
2020 Jun,Macau(Thousand Dollars),449,Import
2020 Jun,Luxembourg(Thousand Dollars),23619,Import
2020 Jun,Lithuania(Thousand Dollars),10000,Import
2020 Jun,Liechtenstein(Thousand Dollars),1402,Import
2020 Jun,Lebanon(Thousand Dollars),145,Import
2020 Jun,Latvia(Thousand Dollars),2004,Import
2020 Jun,Laos People's Democratic Republic(Thousand Dollars),13475,Import
2020 Jun,Kuwait(Thousand Dollars),29340,Import
2020 Jun,Kiribati(Thousand Dollars),0,Import
2020 Jun,Jordan(Thousand Dollars),1829,Import
2020 Jun,Japan(Thousand Dollars),1754589,Import
2020 Jun,Jamaica(Thousand Dollars),110,Import
2020 Jun,Italy(Thousand Dollars),442728,Import
2020 Jun,Israel(Thousand Dollars),70446,Import
2020 Jun,Ireland(Thousand Dollars),111688,Import
2020 Jun,Iran (Islamic Republic Of)(Thousand Dollars),655,Import
2020 Jun,Indonesia(Thousand Dollars),1337827,Import
2020 Jun,India(Thousand Dollars),695070,Import
2020 Jun,Hungary(Thousand Dollars),29820,Import
2020 Jun,Hong Kong(Thousand Dollars),536137,Import
2020 Jun,Honduras(Thousand Dollars),194,Import
2020 Jun,Guatemala(Thousand Dollars),1020,Import
2020 Jun,Guam(Thousand Dollars),9,Import
2020 Jun,Grenada(Thousand Dollars),14,Import
2020 Jun,Greece(Thousand Dollars),11839,Import
2020 Jun,"Germany, Federal Republic Of(Thousand Dollars)",978806,Import
2020 Jun,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2020 Jun,French Southern Territories(Thousand Dollars),37,Import
2020 Jun,French Polynesia(Thousand Dollars),7,Import
2020 Jun,French Guiana(Thousand Dollars),38,Import
2020 Jun,France(Thousand Dollars),895505,Import
2020 Jun,Finland(Thousand Dollars),40693,Import
2020 Jun,Fiji(Thousand Dollars),118,Import
2020 Jun,European Union(Million Dollars),3422.9,Import
2020 Jun,Europe(Million Dollars),4960.7,Import
2020 Jun,Estonia(Thousand Dollars),4345,Import
2020 Jun,Ecuador(Thousand Dollars),2190,Import
2020 Jun,Denmark(Thousand Dollars),41203,Import
2020 Jun,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2020 Jun,Czech Republic(Thousand Dollars),69463,Import
2020 Jun,Cyprus(Thousand Dollars),2825,Import
2020 Jun,Cook Islands(Thousand Dollars),0,Import
2020 Jun,Commonwealth Of Independent States(Thousand Dollars),138743,Import
2020 Jun,Colombia(Thousand Dollars),1468,Import
2020 Jun,Cocos (Keeling) Islands(Thousand Dollars),34,Import
2020 Jun,Chile(Thousand Dollars),6004,Import
2020 Jun,Canada(Thousand Dollars),178313,Import
2020 Jun,Cambodia(Thousand Dollars),617967,Import
2020 Jun,Brunei Darussalam(Thousand Dollars),36456,Import
2020 Jun,Brazil(Thousand Dollars),418057,Import
2020 Jun,Bermuda(Thousand Dollars),0,Import
2020 Jun,Belgium(Thousand Dollars),73457,Import
2020 Jun,Bangladesh(Thousand Dollars),12128,Import
2020 Jun,Bahrain(Thousand Dollars),41364,Import
2020 Jun,Bahamas(Thousand Dollars),20,Import
2020 Jun,Austria(Thousand Dollars),62225,Import
2020 Jun,Australia(Thousand Dollars),330132,Import
2020 Jun,Asia(Million Dollars),24779.3,Import
2020 Jun,Argentina(Thousand Dollars),4426,Import
2020 Jun,Anguilla(Thousand Dollars),1,Import
2020 Jun,America(Million Dollars),4686.2,Import
2020 Jun,Africa(Million Dollars),238.2,Import
2020 Jun,Afghanistan(Thousand Dollars),72,Import
2020 Mar,Yemen(Thousand Dollars),240,Import
2020 Mar,Yemen Democratic(Thousand Dollars),0,Import
2020 Mar,Wallis & Fatuna Islands(Thousand Dollars),0,Import
2020 Mar,"Vietnam, Socialist Republic Of(Thousand Dollars)",563463,Import
2020 Mar,Venezuela(Thousand Dollars),91,Import
2020 Mar,Uruguay(Thousand Dollars),1136,Import
2020 Mar,United States(Thousand Dollars),5001588,Import
2020 Mar,United Kingdom(Thousand Dollars),1136172,Import
2020 Mar,United Arab Emirates(Thousand Dollars),635944,Import
2020 Mar,Tuvalu(Thousand Dollars),0,Import
2020 Mar,Trinidad & Tobago(Thousand Dollars),77,Import
2020 Mar,Total Merchandise Imports(Thousand Dollars),40433029,Import
2020 Mar,Thailand(Thousand Dollars),1087792,Import
2020 Mar,Taiwan(Thousand Dollars),3852722,Import
2020 Mar,Syrian Arab Republic(Thousand Dollars),1,Import
2020 Mar,Switzerland(Thousand Dollars),832311,Import
2020 Mar,Sweden(Thousand Dollars),220796,Import
2020 Mar,St Vincent & The Grenadines(Thousand Dollars),4,Import
2020 Mar,Sri Lanka(Thousand Dollars),6493,Import
2020 Mar,Spain(Thousand Dollars),130455,Import
2020 Mar,South Sudan(Thousand Dollars),0,Import
2020 Mar,Solomon Islands(Thousand Dollars),5,Import
2020 Mar,Slovenia(Thousand Dollars),6647,Import
2020 Mar,Slovak Republic (Slovakia)(Thousand Dollars),11601,Import
2020 Mar,Saudi Arabia(Thousand Dollars),435911,Import
2020 Mar,Republic Of Korea(Thousand Dollars),2006546,Import
2020 Mar,Qatar(Thousand Dollars),655950,Import
2020 Mar,Puerto Rico(Thousand Dollars),19178,Import
2020 Mar,Portugal(Thousand Dollars),23454,Import
2020 Mar,Poland(Thousand Dollars),53397,Import
2020 Mar,Philippines(Thousand Dollars),758664,Import
2020 Mar,Peru(Thousand Dollars),1935,Import
2020 Mar,Paraguay(Thousand Dollars),190,Import
2020 Mar,Papua New Guinea(Thousand Dollars),1323,Import
2020 Mar,Panama(Thousand Dollars),241,Import
2020 Mar,Palau(Thousand Dollars),0,Import
2020 Mar,Pakistan(Thousand Dollars),7095,Import
2020 Mar,Other Countries In Oceania(Thousand Dollars),346,Import
2020 Mar,Other Countries In America(Thousand Dollars),39133,Import
2020 Mar,Oman(Thousand Dollars),26038,Import
2020 Mar,Oceania(Million Dollars),845.9,Import
2020 Mar,Norway(Thousand Dollars),69037,Import
2020 Mar,Norfolk Island(Thousand Dollars),0,Import
2020 Mar,Niue(Thousand Dollars),0,Import
2020 Mar,New Zealand(Thousand Dollars),100199,Import
2020 Mar,New Caledonia(Thousand Dollars),5,Import
2020 Mar,Netherlands(Thousand Dollars),296540,Import
2020 Mar,Netherlands Antilles(Thousand Dollars),30,Import
2020 Mar,Nepal(Thousand Dollars),347,Import
2020 Mar,Nauru(Thousand Dollars),33,Import
2020 Mar,Myanmar(Thousand Dollars),32206,Import
2020 Mar,Micronesia(Thousand Dollars),1,Import
2020 Mar,Mexico(Thousand Dollars),266785,Import
2020 Mar,Malta(Thousand Dollars),20391,Import
2020 Mar,"Maldives, Republic Of(Thousand Dollars)",28,Import
2020 Mar,Malaysia(Thousand Dollars),4295365,Import
2020 Mar,Mainland China(Thousand Dollars),5979894,Import
2020 Mar,Macau(Thousand Dollars),486,Import
2020 Mar,Luxembourg(Thousand Dollars),5787,Import
2020 Mar,Lithuania(Thousand Dollars),8567,Import
2020 Mar,Liechtenstein(Thousand Dollars),2430,Import
2020 Mar,Lebanon(Thousand Dollars),191,Import
2020 Mar,Latvia(Thousand Dollars),1861,Import
2020 Mar,Laos People's Democratic Republic(Thousand Dollars),1134,Import
2020 Mar,Kuwait(Thousand Dollars),118280,Import
2020 Mar,Kiribati(Thousand Dollars),0,Import
2020 Mar,Jordan(Thousand Dollars),3326,Import
2020 Mar,Japan(Thousand Dollars),2606394,Import
2020 Mar,Jamaica(Thousand Dollars),16,Import
2020 Mar,Italy(Thousand Dollars),511874,Import
2020 Mar,Israel(Thousand Dollars),79818,Import
2020 Mar,Ireland(Thousand Dollars),100595,Import
2020 Mar,Iran (Islamic Republic Of)(Thousand Dollars),832,Import
2020 Mar,Indonesia(Thousand Dollars),2093275,Import
2020 Mar,India(Thousand Dollars),703494,Import
2020 Mar,Hungary(Thousand Dollars),35228,Import
2020 Mar,Hong Kong(Thousand Dollars),364163,Import
2020 Mar,Honduras(Thousand Dollars),260,Import
2020 Mar,Guatemala(Thousand Dollars),8961,Import
2020 Mar,Guam(Thousand Dollars),23,Import
2020 Mar,Grenada(Thousand Dollars),4,Import
2020 Mar,Greece(Thousand Dollars),12418,Import
2020 Mar,"Germany, Federal Republic Of(Thousand Dollars)",1115034,Import
2020 Mar,"Germany, Democratic Republic Of(Thousand Dollars)",0,Import
2020 Mar,French Southern Territories(Thousand Dollars),0,Import
2020 Mar,French Polynesia(Thousand Dollars),176,Import
2020 Mar,French Guiana(Thousand Dollars),0,Import
2020 Mar,France(Thousand Dollars),1233320,Import
2020 Mar,Finland(Thousand Dollars),45871,Import
2020 Mar,Fiji(Thousand Dollars),549,Import
2020 Mar,European Union(Million Dollars),4178.2,Import
2020 Mar,Europe(Million Dollars),6333.3,Import
2020 Mar,Estonia(Thousand Dollars),4441,Import
2020 Mar,Ecuador(Thousand Dollars),4232,Import
2020 Mar,Denmark(Thousand Dollars),54577,Import
2020 Mar,Democratic People's Republic Of Korea(Thousand Dollars),0,Import
2020 Mar,Czech Republic(Thousand Dollars),54120,Import
2020 Mar,Cyprus(Thousand Dollars),766,Import
2020 Mar,Cook Islands(Thousand Dollars),4,Import
2020 Mar,Commonwealth Of Independent States(Thousand Dollars),112905,Import
2020 Mar,Colombia(Thousand Dollars),4391,Import
2020 Mar,Cocos (Keeling) Islands(Thousand Dollars),1,Import
